Male Terms,Female Terms,Stereotypes (Male),Stereotypes (Female),Leadership Roles,Caregiving Roles,Young Stereotypes,Old Stereotypes,Positive Traits,Negative Traits,Race Terms,Ethnicity Terms
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],['aggressive'],[],[],[],[],[],[],"['violent', 'aggressive']",[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],['ambitious'],[],[],[],['ambitious'],[],['intelligent'],[],['white'],['white']
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['successful'],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",['strong'],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']","['strong', 'powerful']",[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'his', 'son']",[],['leader'],[],['leader'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['king'],[],[],[],[],[],[],[],[],['violent'],[],[]
['he'],[],[],[],[],[],[],[],[],['uneducated'],[],[]
['he'],['her'],[],[],[],[],[],[],[],['violent'],[],[]
['he'],['her'],[],[],[],[],[],['wise'],[],"['criminal', 'violent']",['white'],['white']
"['he', 'men']","['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],['violent'],[],[]
[],[],[],[],[],[],[],[],[],['violent'],['white'],['white']
[],[],[],[],[],[],[],[],[],['violent'],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['motivated'],[],['intelligent'],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],['intelligent'],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",['woman'],[],[],[],[],[],[],[],[],"['white', 'black']","['white', 'black']"
['he'],[],[],[],[],[],[],[],[],[],[],"['french', 'british']"
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],['innovative'],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],['innovative'],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],['innovative'],[],[],[],[],[]
['he'],['her'],[],[],[],[],"['innovative', 'creative']",[],['creative'],[],[],[]
[],[],[],[],[],[],['creative'],[],['creative'],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],['innovative'],[],[],[],[],[]
['he'],[],[],[],[],[],['innovative'],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],['criminal'],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
[],[],[],[],[],[],[],[],[],[],['african'],['african']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],"['white', 'black', 'brown']","['white', 'black']"
[],[],[],[],[],[],[],[],[],[],['african'],['african']
[],[],[],[],[],[],[],[],[],[],['black'],['black']
['son'],[],[],[],[],[],[],[],[],['criminal'],[],[]
['son'],[],[],[],[],[],[],[],[],['violent'],[],[]
['son'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",['her'],[],[],[],[],[],[],[],[],[],[]
['son'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],['leader'],[],['leader'],[],[],[],[],[],"['white', 'black']","['white', 'black']"
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],['creative'],[],['creative'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['his'],[],[],[],[],[],[],[],[],[],"['black', 'hispanic']","['black', 'hispanic']"
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['his'],[],[],[],[],[],[],[],[],[],"['african', 'hispanic', 'native american']","['hispanic', 'african', 'native american']"
['his'],[],[],[],[],[],[],[],[],[],"['white', 'black', 'hispanic']","['white', 'black', 'hispanic']"
[],[],[],[],[],[],[],[],[],[],"['white', 'black', 'asian']","['white', 'black', 'asian']"
[],[],[],[],[],[],[],[],[],[],"['african', 'indian', 'chinese']","['african', 'indian', 'chinese']"
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],"['african', 'asian', 'indian', 'chinese']","['asian', 'african', 'indian', 'chinese']"
"['he', 'men']",['women'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['african'],['african']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],['criminal'],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['black'],['black']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'male']",[],[],[],[],[],[],[],[],[],"['white', 'black']","['white', 'black']"
"['he', 'men']",[],[],[],[],[],[],[],[],[],['black'],['black']
['he'],[],[],[],[],[],[],[],[],[],['mexican'],['mexican']
['male'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['men'],[],[],[],[],[],[],[],[],[],['white'],['white']
['male'],[],[],[],[],[],[],[],[],[],['white'],['white']
['men'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],"['white', 'black']","['white', 'black']"
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'son']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],['her'],[],[],[],[],[],[],[],[],"['asian', 'caucasian']",['asian']
[],[],[],[],[],[],[],[],[],[],[],[]
['son'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['king'],[],['rational'],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['king'],[],[],[],[],[],[],[],[],[],[],[]
[],[],['logical'],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",['competitive'],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
['he'],[],[],[],[],[],[],[],[],[],['european'],['european']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his', 'guy']",['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],['british']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'boy']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'boy']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['successful'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['successful'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],['intelligent'],[],['black'],['black']
['his'],[],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],[],['emotional'],[],[],[],[],['intelligent'],[],[],[]
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['men'],[],[],[],[],[],[],[],[],[],[],[]
['men'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],['black'],['black']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],[],[],[],[],[],[],[],[],[],[],['italian']
[],[],[],[],[],[],[],[],[],[],[],['french']
[],[],[],[],[],[],[],[],[],[],[],['italian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man', 'king']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['strong'],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'king']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'male']",[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['men'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],"['white', 'asian', 'caucasian']","['white', 'asian']"
[],[],[],[],[],[],[],[],[],[],['white'],['white']
"['he', 'grandpa']",[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
['men'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['men'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['male'],[],[],[],[],[],[],[],[],[],['white'],['white']
['male'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",[],[],[],[],[],[],[],[],[],[],['greek']
['men'],['women'],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],[],['italian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'son']",[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'man']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],"['intelligent', 'successful']",[],[],[]
['he'],[],[],[],[],[],[],[],['intelligent'],[],['white'],['white']
['he'],[],[],[],[],[],[],['mature'],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],['motivated'],[],['intelligent'],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",['women'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'men']",[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
"['he', 'his']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],"['lazy', 'uneducated']",[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],['conservative'],[],[],[],[]
"['he', 'son']",[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['conservative'],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['his'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],['european'],['european']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['white'],['white']
['his'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],['charismatic'],[],['white'],['white']
[],[],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],['confident'],[],[],[],"['innovative', 'confident']",[],['successful'],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],['successful'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],['creative'],[],['creative'],[],[],[]
"['he', 'his']","['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['son'],[],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],[],[],[],[],[],[],['knowledgeable'],[],[],['white'],['white']
['he'],[],[],[],[],[],[],['knowledgeable'],['intelligent'],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],['intelligent'],[],[],[]
['he'],[],[],[],[],[],[],['knowledgeable'],[],[],[],[]
['he'],[],[],[],[],[],[],['knowledgeable'],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],['knowledgeable'],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['male'],[],[],[],[],[],[],[],[],[],['white'],['white']
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],['powerful'],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['asian'],['asian']
[],[],[],[],[],[],[],[],[],[],['asian'],['asian']
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],['white'],['white']
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
"['he', 'king']",['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],['successful'],[],[],[]
['he'],['her'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",['powerful'],[],[],[],[],[],[],[],[],[]
"['he', 'son']",['her'],[],[],[],[],[],[],[],[],[],[]
['he'],"['her', 'hers']",['competitive'],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['aggressive'],[],[],[],[],[],[],"['violent', 'aggressive']",[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],['indian'],['indian']
[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
['he'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[]
